TRAN|L|==,TU,BB|OR|10/31/2007,7:10:00 PM|APE561008TOR.pdf|Personal Financial Supplement - OR|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|PA|12/14/2008,7:10:00 PM|APE561008TPA.pdf|Personal Financial Supplement - PA|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|NH|10/31/2007,7:10:00 PM|APE561008TNH.pdf|Personal Financial Supplement - NH|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|WI|10/31/2007,7:10:00 PM|APE561008TWI.pdf|Personal Financial Supplement - WI|Required for amounts over $1 mil; Age 71 & up, over $500,000. "
TRAN|L|==,TU,BB|AL,AK,AZ,AR,CA,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,ME,MD,MA,MI,MN,MS,MO,MT,NV,NH,NJ,NC,OH,OK,OR,PA,RI,SC,SD,TN,UT,VT,VA,WA,WV,WI,WY|05/21/2009,2:44:05 PM|APE 4-1008.pdf|Supplement to Save Age - Standard|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|CT|05/21/2009,2:44:05 PM|APE 4-1008CT.pdf|Supplement to Save Age - CT|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|FL|05/21/2009,2:44:05 PM|APE 4-1008FL.pdf|Supplement to Save Age - FL|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|LA|05/21/2009,2:44:05 PM|APE 4-1008LA.pdf|Supplement to Save Age - LA|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|ND|05/21/2009,2:44:05 PM|APE 4-1008ND.pdf|Supplement to Save Age - ND|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|NE|05/21/2009,2:44:05 PM|APE 4-1008NE.pdf|Supplement to Save Age - NE|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|NM|05/21/2009,2:44:05 PM|APE 4-1008NM.pdf|Supplement to Save Age - NM|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|TX|05/21/2009,2:44:05 PM|APE 4-1008TX.pdf|Supplement to Save Age - TX|Complete and sign when request to backdate the policy to save age is made.
TRAN|L|==,TU,BB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|03/26/2009,7:10:00 PM|TOU761008T.pdf|Section 1035 Exchange|Used for IRA and pension rollovers
TRAN|L|==,TU,BB|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|09/22/2013,7:10:00 PM|New Business 1035  Checklist.pdf|New Business 1035 Checklist|This checklist should be used when there is a 1035 on a New Business Case
TRAN|L|==,TU,BB,FE|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR|12/15/2013,2:03:27 PM|Producer Statement.pdf|Producer Statement Non US Resident Insured and/or Owner|
TRAN|L|==,TU,BB,FE|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR|12/15/2013,2:03:27 PM|TRANINFO0812.pdf|Notice and Consent for Transfer of Health Information and/or Personal Information (“Notice and Consent Form”)|
TRAN|L|==,TU,BB,FE|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR|02/16/2014,2:03:27 PM|FN POA 0214.pdf|Limited Power of Attorney for Proposed Owner and Proposed Insured of Life Insurance Policy|
TRAN|P|==,TU,BB|AL,AK,AZ,AR,CO,HI,IA,KY,LA,ME,MD,MS,MT,NH,NJ,NM,NC,OH,OR,RI,SC,TX,UT,VT,VA,WV,WI|09/17/2009,7:10:00 PM|TOC479M1008T.pdf|NAIC Replacement Form|Complete and submit with all life insurance applications EXCEPT APA 40. 
TRAN|P|==,TU,BB|AR|03/26/2009,7:10:00 PM|REPLACEMEMOAR0809.pdf|Replacement Form - AR|Must complete and sign if insured has existing insurance inforce regardless of replacement status
TRAN|P|==,TU,BB|CT,DC,ND,GU|10/31/2007,7:10:00 PM|TOC4771008T.pdf|Replacement Form - CT, DC, GU, ND |Used in States that have not adopted replacement regulations. 
TRAN|P|==,TU,BB|CA|03/26/2009,7:10:00 PM|TOC457M1008T.pdf|Replacement Form - CA |Use when replacing an existing policy. 
TRAN|P|==,TU,BB|DE|09/09/2008,7:10:00 PM|TOC445M1008TDE.pdf|Replacement Form - DE|Use for internal and external replacements. 
TRAN|P|==,TU,BB|FL|09/09/2008,7:10:00 PM|TOC405M1008TFL.pdf|Replacement Form - FL|Use for internal and external replacements. 
TRAN|P|==,TU,BB|GA|09/09/2008,7:10:00 PM|TOC448M1008TGA.pdf|Replacement Form - GA|Use for internal and external replacements. 
TRAN|P|==,TU,BB|OH|09/09/2008,7:10:00 PM|TOC424M1008TOH.pdf|Replacement Form - OH|Use for internal and external replacements. 
TRAN|P|==,TU,BB|ID|09/09/2008,7:10:00 PM|TOC428M1008TID.pdf|Replacement Form - ID|Use for internal and external replacements. 
TRAN|P|==,TU,BB|IL|09/09/2008,7:10:00 PM|TOC452M1008TIL.pdf|Replacement Form - IL|Use for internal and external replacements. 
TRAN|P|==,TU,BB|IL|09/09/2008,7:10:00 PM|TOC453M1008TIL.pdf|Replacement Form - IL|Use for internal and external replacements. 
TRAN|P|==,TU,BB|IN|09/09/2008,7:10:00 PM|TOC422M1008TIN.pdf|Replacement Form - IN|Use for internal and external replacements. 
TRAN|P|==,TU,BB|KS|09/09/2008,7:10:00 PM|TOC436M1008TKS.pdf|Replacement Form - KS|Use for internal and external replacements. 
TRAN|P|==,TU,BB|KS|09/09/2008,7:10:00 PM|TOC437M1008TKS.pdf|Replacement Form - KS|Use for internal and external replacements. 
TRAN|P|==,TU,BB|MA|12/23/2008,7:10:00 PM|TOC461M1008TMA.pdf|Replacement Form - MA |Use when replacing an existing policy. 
TRAN|P|==,TU,BB|MO|09/09/2008,7:10:00 PM|TOC439M1008TMO.pdf|Replacement Form - MO|Use for internal and external replacements. 
TRAN|P|==,TU,BB|MI|09/09/2008,7:10:00 PM|TOC446M1008TMI.pdf|Replacement Form - MI|Use for internal and external replacements. 
TRAN|P|==,TU,BB|MI|09/09/2008,7:10:00 PM|TOC447M1008TMI.pdf|Replacement Form - MI|Use for internal and external replacements. 
TRAN|P|==,TU,BB|MN|10/31/2007,7:10:00 PM|TOA9071008T.pdf|Notice of Replacement Form - MN |Use for external replacements (Agency Sales only). 
TRAN|P|==,TU,BB|MN|10/31/2007,7:10:00 PM|TOA9081008T.pdf|Notice of Replacement Form - MN |Use for external replacements (Direct Response Sales only). 
TRAN|P|==,TU,BB|NV|09/09/2008,7:10:00 PM|TOC451M1008TNV.pdf|Replacement Form - NV|Use for internal and external replacements. 
TRAN|P|==,TU,BB|OK|09/09/2008,7:10:00 PM|TOC434M1008TOK.pdf|Replacement Form - OK|Use for internal and external replacements. 
TRAN|P|==,TU,BB|PA|09/09/2008,7:10:00 PM|TOC459M1008TPA.pdf|Replacement Form - PA|Use for internal and external replacements. 
TRAN|P|==,TU,BB|PR|03/26/2009,7:10:00 PM|TOC482M1008T.pdf|Replacement Form - PR |Use when replacing an existing policy. 
TRAN|P|==,TU,BB|RI|04/06/2014,7:10:00 PM|REPLRI14I.pdf|Replacement Form - RI|Use when replacing an existing policy. 
TRAN|P|==,TU,BB|TN|09/09/2008,7:10:00 PM|TOC454M1008T.pdf|Replacement Form - TN|Use for internal and external replacements. 
TRAN|P|==,TU,BB|SD|09/09/2008,7:10:00 PM|TOC470M1008TSD.pdf|Replacement Form - SD|Use for internal and external replacements. 
TRAN|P|==,TU,BB|WA|09/09/2008,7:10:00 PM|TOC462M1008TWA.pdf|Replacement Form - WA|Use for internal and external replacements. 
TRAN|P|==,TU,BB|WY|03/28/2013,7:10:00 PM|REPLACE WY 13.pdf|Replacement Form - WY|Use for internal and external replacements. 
TRAN|A|==,TU,BB|AL,AR,CO,DE,DC,GA,HI,ID,IL,IA,KS,LA,ME,MI,MS,MO,MT,NE,NC,ND,OH,OK,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WY,PR|10/31/2007,7:10:00 PM|APE621008T.pdf|Child Rider Supplement - Generic |Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|AK|10/31/2007,7:10:00 PM|APE621008TAK.pdf|Child Rider Supplement - AK|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|AZ|10/31/2007,7:10:00 PM|APE621008TAZ.pdf|Child Rider Supplement - AZ|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|CA|09/17/2009,7:10:00 PM|APE621008TCA.pdf|Child Rider Supplement - CA|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|CT|10/31/2007,7:10:00 PM|APE621008TCT(2).pdf|Child Rider Supplement - CT|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|FL|10/31/2007,7:10:00 PM|APE6210008TFL.pdf|Child Rider Supplement - FL|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|IN|10/31/2007,7:10:00 PM|APE621008TIN.pdf|Child Rider Supplement - IN|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|KY|10/31/2007,7:10:00 PM|APE6210008TKY.pdf|Child Rider Supplement - KY|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|MA|05/21/2009,7:10:00 PM|APE621008TMA.pdf|Child Rider Supplement - MA|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|MD|02/16/2014,7:10:00 PM|APE620113TMD.pdf|Child Rider Supplement - MD|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|MN|10/31/2007,7:10:00 PM|APE621008TMN.pdf|Child Rider Supplement- MN |Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|NH|10/31/2007,7:10:00 PM|APE621008TNH.pdf|Child Rider Supplement - NH|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|NJ|03/25/2009,7:10:00 PM|APE621008TNJ.pdf|Child Rider Supplement- NJ |Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|NV|10/31/2007,7:10:00 PM|APE621008TNV.pdf|Child Rider Supplement - NV|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|OR|10/31/2007,7:10:00 PM|APE621008TOR.pdf|Child Rider Supplement - OR|Use when adding child rider to a base policy. 
TRAN|A|==,TU,BB|WI|10/31/2007,7:10:00 PM|APE621008TWI.pdf|Child Rider Supplement - WI|Use when adding child rider to a base policy. 
TRAN|A|==,BB|AL,AK,CO,GA,MI,MN,MS,MO,NH,NM,OH,OR,SC,TN,TX,VT,WA,WY|08/26/2012,7:10:00 PM|STD ICC kit.pdf|LTC Rider Forms Kit|used with the TransACE LTC only. 
TRAN|A|==,BB|AR|08/26/2012,7:10:00 PM|AR kit.pdf|LTC Rider Forms Kit - AR|used with the TransACE LTC only. 
TRAN|A|==,BB|DC|08/26/2012,7:10:00 PM|DC kit.pdf|LTC Rider Forms Kit - DC|used with the TransACE LTC only. 
TRAN|A|==,BB|IA|08/26/2012,7:10:00 PM|IA kit.pdf|LTC Rider Forms Kit - IA|used with the TransACE LTC only. 
TRAN|A|==,BB|ID|08/26/2012,7:10:00 PM|ID kit.pdf|LTC Rider Forms Kit - ID|used with the TransACE LTC only. 
TRAN|A|==,BB|IL|08/26/2012,7:10:00 PM|IL kit.pdf|LTC Rider Forms Kit - IL|used with the TransACE LTC only. 
TRAN|A|==,BB|KS|08/26/2012,7:10:00 PM|KS kit.pdf|LTC Rider Forms Kit - KS|used with the TransACE LTC only. 
TRAN|A|==,BB|KY|08/26/2012,7:10:00 PM|KY kit.pdf|LTC Rider Forms Kit - KY|used with the TransACE LTC only. 
TRAN|A|==,BB|LA|08/26/2012,7:10:00 PM|LA kit.pdf|LTC Rider Forms Kit - LA|used with the TransACE LTC only. 
TRAN|A|==,BB|MA|08/26/2012,7:10:00 PM|MA kit.pdf|LTC Rider Forms Kit - MA|used with the TransACE LTC only. 
TRAN|A|==,BB|MD|08/26/2012,7:10:00 PM|MD kit.pdf|LTC Rider Forms Kit - MD|used with the TransACE LTC only. 
TRAN|A|==,BB|ME|08/26/2012,7:10:00 PM|ME kit.pdf|LTC Rider Forms Kit - ME|used with the TransACE LTC only. 
TRAN|A|==,BB|NC|08/26/2012,7:10:00 PM|NC kit.pdf|LTC Rider Forms Kit - NC|used with the TransACE LTC only. 
TRAN|A|==,BB|ND|08/26/2012,7:10:00 PM|ND kit.pdf|LTC Rider Forms Kit - ND|used with the TransACE LTC only. 
TRAN|A|==,BB|NE|08/26/2012,7:10:00 PM|NE kit.pdf|LTC Rider Forms Kit - NE|used with the TransACE LTC only. 
TRAN|A|==,BB|NV|08/26/2012,7:10:00 PM|NV kit.pdf|LTC Rider Forms Kit - NV|used with the TransACE LTC only. 
TRAN|A|==,BB|OK|08/26/2012,7:10:00 PM|OK kit.pdf|LTC Rider Forms Kit - OK|used with the TransACE LTC only. 
TRAN|A|==,BB|PA|08/26/2012,7:10:00 PM|PA kit.pdf|LTC Rider Forms Kit - PA|used with the TransACE LTC only. 
TRAN|A|==,BB|SD|08/26/2012,7:10:00 PM|SD kit.pdf|LTC Rider Forms Kit - SD|used with the TransACE LTC only. 
TRAN|A|==,BB|UT|08/26/2012,7:10:00 PM|UT kit.pdf|LTC Rider Forms Kit - UT|used with the TransACE LTC only. 
TRAN|A|==,BB|VA|08/26/2012,7:10:00 PM|VA kit.pdf|LTC Rider Forms Kit - VA|used with the TransACE LTC only. 
TRAN|A|==,BB|WI|08/26/2012,7:10:00 PM|WI kit.pdf|LTC Rider Forms Kit - WI|used with the TransACE LTC only. 
TRAN|A|==,BB|WV|08/26/2012,7:10:00 PM|WV kit.pdf|LTC Rider Forms Kit - WV|used with the TransACE LTC only. 
TRAN|A|==,TU,BB,FE|AL,AK,AZ,AR,CA,CO,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|06/28/2013,7:10:00 PM|QUDIR0805.pdf|Disability Income Questionnaire|
TRAN|A|==,TU,BB,FE|FL|06/28/2013,7:10:00 PM|QUDIR0805 FL REV.pdf|Disability Income Questionnaire (FL)|
TRAN|A|==,TU,BB,FE|PA|06/28/2013,7:10:00 PM|QUDIR0805 PA.pdf|Disability Income Questionnaire (PA)|
TRAN|B|==,TU,BB|AL,AK,AR,CO,DE,DC,HI,ID,IA,KS,LA,MI,MS,MT,NE,NM,OH,OK,RI,SC,SD,TN,UT,VA,WA,WV,WY,GU,PR|10/31/2007,7:10:00 PM|MPN11008T.pdf|Non-Medical Report - Generic |Health history to be completed by the producer. 
TRAN|B|==,TU,BB|AZ|10/31/2007,7:10:00 PM|MPN11008TAZ.pdf|Non-Medical Report - AZ|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|CA|07/20/2009,7:10:00 PM|MPN11008TCA.PDF|Non-Medical Report - CA|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|CT|10/31/2007,7:10:00 PM|MPN11008TCT.pdf|Non-Medical Report - CT|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|FL|10/31/2007,7:10:00 PM|MPN11008TFL.pdf|Non-Medical Report - FL|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|GA|10/31/2007,7:10:00 PM|MPN11008TGA.pdf|Non-Medical Report - GA|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|IN|10/31/2007,7:10:00 PM|MPN11008TIN.pdf|Non-Medical Report - IN|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|IL|10/31/2007,7:10:00 PM|MPN11008TIL.pdf|Non-Medical Report - IL|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|KY|10/31/2007,7:10:00 PM|MPN11008TKY.pdf|Non-Medical Report - KY|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|MD|10/31/2007,7:10:00 PM|MPN11008TMD.pdf|Non-Medical Report - MD|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|ME|10/31/2007,7:10:00 PM|MPN11008TME.pdf|Non-Medical Report - ME|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|MN|10/31/2007,7:10:00 PM|MPN11008TMN.pdf|Non-Medical Report - MN|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|MO|10/31/2007,7:10:00 PM|MPN11008TMO.pdf|Non-Medical Report - MO|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|NJ|10/31/2007,7:10:00 PM|MPN11008TNJ.pdf|Non-Medical Report - NJ|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|NV|10/31/2007,7:10:00 PM|MPN11008TNV.pdf|Non-Medical Report - NV|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|NC|10/31/2007,7:10:00 PM|MPN11008TNC.pdf|Non-Medical Report - NC|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|ND|10/31/2007,7:10:00 PM|MPN11008TND.pdf|Non-Medical Report - ND|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|NH|10/31/2007,7:10:00 PM|MPN11008TNH.pdf|Non-Medical Report - NH|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|OR|10/31/2007,7:10:00 PM|MPN11008TOR.pdf|Non-Medical Report - OR|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|PA|10/31/2007,7:10:00 PM|MPN11008TPA.pdf|Non-Medical Report - PA|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|TX|10/31/2007,7:10:00 PM|MPN11008TTX.pdf|Non-Medical Report - TX|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|VT|10/31/2007,7:10:00 PM|MPN11008TVT.pdf|Non-Medical Report - VT|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|WI|10/31/2007,7:10:00 PM|MPN11008TWI.pdf|Non-Medical Report - WI|Health history to be completed by the producer. 
TRAN|B|==,TU,BB|AL,AK,AR,CO,DE,DC,HI,ID,IA,KS,LA,MI,MS,MT,NE,NM,OK,RI,SC,SD,TN,TX,UT,WA,WV,WY,GU,PR,VI,AS|10/31/2007,7:10:00 PM|MPM31008T.pdf|Application Part 2 Health History (Paramedical/Medical) - Standard |Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|AZ|10/31/2007,7:10:00 PM|MPM31008TAZ.pdf|Application Part 2 Health History (Paramedical/Medical) - AZ|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|CA|07/20/2009,7:10:00 PM|MPM31008TCA.PDF|Application Part 2 Health History (Paramedical/Medical) - CA|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|CT|10/31/2007,7:10:00 PM|MPM31008TCT.pdf|Application Part 2 Health History (Paramedical/Medical) - CT|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|FL|10/31/2007,7:10:00 PM|MPM31008TFL.pdf|Application Part 2 Health History (Paramedical/Medical) - FL|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|GA|10/31/2007,7:10:00 PM|MPM31008TGA.pdf|Application Part 2 Health History (Paramedical/Medical) - GA|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|IL|10/31/2007,7:10:00 PM|MPM31008TIL.pdf|Application Part 2 Health History (Paramedical/Medical) - IL|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|IN|10/31/2007,7:10:00 PM|MPM31008TIN.pdf|Application Part 2 Health History (Paramedical/Medical) - IN|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|KY|10/31/2007,7:10:00 PM|MPM31008TKY.pdf|Application Part 2 Health History (Paramedical/Medical) - KY|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|MA|05/21/2009,7:10:00 PM|MPM31008TMA.pdf|Application Part 2 Health History (Paramedical/Medical) - MA|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|MD|02/16/2014,7:10:00 PM|MPM30113TMD.pdf|Application Part 2 Health History (Paramedical/Medical) - MD|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|ME|05/21/2009,7:10:00 PM|MPM30109TME.pdf|Application Part 2 Health History (Paramedical/Medical) - ME|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|MN|10/31/2007,7:10:00 PM|MPM31008TMN.pdf|Application Part 2 Health History (Paramedical/Medical) - MN|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|MO|10/31/2007,7:10:00 PM|MPM31008TMO.pdf|Application Part 2 Health History (Paramedical/Medical) - MO|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|NJ|10/31/2007,7:10:00 PM|MPM31008TNJ.pdf|Application Part 2 Health History (Paramedical/Medical) - NJ|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|NV|10/31/2007,7:10:00 PM|MPM31008TNV.pdf|Application Part 2 Health History (Paramedical/Medical) - NV|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|NC|10/31/2007,7:10:00 PM|MPM31008TNC.pdf|Application Part 2 Health History (Paramedical/Medical) - NC|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|ND|10/31/2007,7:10:00 PM|MPM31008TND.pdf|Application Part 2 Health History (Paramedical/Medical) - ND|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|NH|10/31/2007,7:10:00 PM|MPM31008TNH.pdf|Application Part 2 Health History (Paramedical/Medical) - NH|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|OH|10/31/2007,7:10:00 PM|MPM31008TOH.pdf|Application Part 2 Health History (Paramedical/Medical) - OH|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|OR|10/31/2007,7:10:00 PM|MPM31008TOR.pdf|Application Part 2 Health History (Paramedical/Medical) - OR|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|PA|10/31/2007,7:10:00 PM|MPM31008TPA.pdf|Application Part 2 Health History (Paramedical/Medical) - PA|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|VA|12/14/2008,7:10:00 PM|MPM31008TVA.pdf|Application Part 2 Health History (Paramedical/Medical) - VA|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|VT|12/14/2008,7:10:00 PM|MPM31008TVT.pdf|Application Part 2 Health History (Paramedical/Medical) - VT|Use when examined, or not examined by MD. Not used for simplified issue. 
TRAN|B|==,TU,BB|WI|10/31/2007,7:10:00 PM|MPM31008TWI.pdf|Application Part 2 Health History (Paramedical/Medical) - WI|Use when examined, or not examined by MD. Not used for simplified issue. 
